problem,method,h,x,y,exact,numerical,absolute_error
C1,Direct,0.0625,0.0625,1.0,2.3891673840167787e-17,0.0,2.3891673840167787e-17
C1,Direct,0.0625,0.125,1.0,4.6865204053262986e-17,0.0,4.6865204053262986e-17
C1,Direct,0.0625,0.1875,1.0,6.80377307569005e-17,0.0,6.80377307569005e-17
C1,Direct,0.0625,0.25,1.0,8.659560562354932e-17,0.0,8.659560562354932e-17
C1,Direct,0.0625,0.3125,1.0,1.0182565992946028e-16,0.0,1.0182565992946028e-16
C1,Direct,0.0625,0.375,1.0,1.1314261122877003e-16,0.0,1.1314261122877003e-16
C1,Direct,0.0625,0.4375,1.0,1.2011155542966555e-16,0.0,1.2011155542966555e-16
C1,Direct,0.0625,0.5,1.0,1.2246467991473532e-16,0.0,1.2246467991473532e-16
C1,Direct,0.0625,0.5625,1.0,1.2011155542966555e-16,0.0,1.2011155542966555e-16
C1,Direct,0.0625,0.625,1.0,1.1314261122877003e-16,0.0,1.1314261122877003e-16
C1,Direct,0.0625,0.6875,1.0,1.0182565992946029e-16,0.0,1.0182565992946029e-16
C1,Direct,0.0625,0.75,1.0,8.659560562354934e-17,0.0,8.659560562354934e-17
C1,Direct,0.0625,0.8125,1.0,6.80377307569005e-17,0.0,6.80377307569005e-17
C1,Direct,0.0625,0.875,1.0,4.6865204053263e-17,0.0,4.6865204053263e-17
C1,Direct,0.0625,0.9375,1.0,2.389167384016783e-17,0.0,2.389167384016783e-17
C1,Direct,0.0625,1.0,1.0,1.4997597826618576e-32,0.0,1.4997597826618576e-32
C1,SOR omega=1.6,0.0625,0.0,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.0625,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.125,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.1875,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.25,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.3125,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.375,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.4375,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.5,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.5625,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.625,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.6875,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.75,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.8125,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.875,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.9375,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,1.0,0.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.0,0.0625,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.0625,0.0625,0.03806023374435662,0.038182748198106825,0.0001225144537502082
C1,SOR omega=1.6,0.0625,0.125,0.0625,0.0746578340503426,0.07489815481119433,0.00024032076085173104
C1,SOR omega=1.6,0.0625,0.1875,0.0625,0.1083863756623696,0.1087352673505026,0.000348891688132999
C1,SOR omega=1.6,0.0625,0.25,0.0625,0.13794968964147147,0.1383937445543259,0.0004440549128544302
C1,SOR omega=1.6,0.0625,0.3125,0.0625,0.16221167441072887,0.16273382777359047,0.0005221533628615993
C1,SOR omega=1.6,0.0625,0.375,0.0625,0.18023995550173696,0.18082014125765944,0.0005801857559224743
C1,SOR omega=1.6,0.0625,0.4375,0.0625,0.19134171618254486,0.1919576381199417,0.0006159219373968461
C1,SOR omega=1.6,0.0625,0.5,0.0625,0.19509032201612825,0.19571831060000958,0.0006279885838813282
C1,SOR omega=1.6,0.0625,0.5625,0.0625,0.19134171618254486,0.19195763816183126,0.0006159219792863935
C1,SOR omega=1.6,0.0625,0.625,0.0625,0.18023995550173696,0.18082014133693125,0.0005801858351942857
C1,SOR omega=1.6,0.0625,0.6875,0.0625,0.16221167441072887,0.1627338278814034,0.0005221534706745246
C1,SOR omega=1.6,0.0625,0.75,0.0625,0.1379496896414715,0.13839374467785037,0.0004440550363788709
C1,SOR omega=1.6,0.0625,0.8125,0.0625,0.1083863756623696,0.10873526747343963,0.00034889181107003453
C1,SOR omega=1.6,0.0625,0.875,0.0625,0.07465783405034263,0.07489815491446347,0.00024032086412084652
C1,SOR omega=1.6,0.0625,0.9375,0.0625,0.038060233744356686,0.03818274826070134,0.00012251451634465171
C1,SOR omega=1.6,0.0625,1.0,0.0625,2.3891673840167787e-17,0.0,2.3891673840167787e-17
C1,SOR omega=1.6,0.0625,0.0,0.125,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.0625,0.125,0.0746578340503426,0.07489815481119434,0.00024032076085174492
C1,SOR omega=1.6,0.0625,0.125,0.125,0.14644660940672624,0.14691801556331202,0.00047140615658577967
C1,SOR omega=1.6,0.0625,0.1875,0.125,0.2126075236918141,0.21329189939175588,0.000684375699941786
C1,SOR omega=1.6,0.0625,0.25,0.125,0.27059805007309845,0.27146909515874185,0.000871045085643396
C1,SOR omega=1.6,0.0625,0.3125,0.125,0.31818964514320847,0.3192138858521024,0.0010242407088939531
C1,SOR omega=1.6,0.0625,0.375,0.125,0.3535533905932738,0.354691465936445,0.0011380753431712298
C1,SOR omega=1.6,0.0625,0.4375,0.125,0.37533027751786524,0.3765384519010452,0.0012081743831799385
C1,SOR omega=1.6,0.0625,0.5,0.125,0.3826834323650898,0.3839152763236625,0.0012318439585727314
C1,SOR omega=1.6,0.0625,0.5625,0.125,0.37533027751786524,0.37653845197579416,0.0012081744579289233
C1,SOR omega=1.6,0.0625,0.625,0.125,0.3535533905932738,0.35469146607790003,0.0011380754846262442
C1,SOR omega=1.6,0.0625,0.6875,0.125,0.3181896451432085,0.31921388604448675,0.0010242409012782283
C1,SOR omega=1.6,0.0625,0.75,0.125,0.2705980500730985,0.27146909537916264,0.0008710453060641332
C1,SOR omega=1.6,0.0625,0.8125,0.125,0.2126075236918141,0.21329189961112835,0.0006843759193142507
C1,SOR omega=1.6,0.0625,0.875,0.125,0.1464466094067263,0.1469180157475885,0.0004714063408622071
C1,SOR omega=1.6,0.0625,0.9375,0.125,0.07465783405034274,0.0748981549228898,0.00024032087254706458
C1,SOR omega=1.6,0.0625,1.0,0.125,4.6865204053262986e-17,0.0,4.6865204053262986e-17
C1,SOR omega=1.6,0.0625,0.0,0.1875,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.0625,0.1875,0.1083863756623696,0.10873526735050258,0.0003488916881329851
C1,SOR omega=1.6,0.0625,0.125,0.1875,0.2126075236918141,0.21329189939175583,0.0006843756999417305
C1,SOR omega=1.6,0.0625,0.1875,0.1875,0.3086582838174551,0.30965184338371843,0.0009935595662633467
C1,SOR omega=1.6,0.0625,0.25,0.1875,0.392847479193551,0.3941120407112439,0.001264561517692886
C1,SOR omega=1.6,0.0625,0.3125,0.1875,0.4619397662556433,0.4634267333502698,0.001486967094626479
C1,SOR omega=1.6,0.0625,0.375,0.1875,0.5132799671593367,0.5149321965286868,0.0016522293693501666
C1,SOR omega=1.6,0.0625,0.4375,0.1875,0.5448951067758185,0.546649104175678,0.001753997399859486
C1,SOR omega=1.6,0.0625,0.5,0.1875,0.5555702330196022,0.5573585933127253,0.0017883602931231257
C1,SOR omega=1.6,0.0625,0.5625,0.1875,0.5448951067758185,0.5466491042743964,0.0017539974985778528
C1,SOR omega=1.6,0.0625,0.625,0.1875,0.5132799671593367,0.5149321967155022,0.0016522295561655076
C1,SOR omega=1.6,0.0625,0.6875,0.1875,0.4619397662556434,0.46342673360434644,0.0014869673487030166
C1,SOR omega=1.6,0.0625,0.75,0.1875,0.39284747919355106,0.3941120410023472,0.0012645618087961386
C1,SOR omega=1.6,0.0625,0.8125,0.1875,0.3086582838174551,0.30965184367343723,0.0009935598559821512
C1,SOR omega=1.6,0.0625,0.875,0.1875,0.21260752369181415,0.21329189963512454,0.0006843759433103891
C1,SOR omega=1.6,0.0625,0.9375,0.1875,0.10838637566236979,0.10873526749801564,0.00034889183564584814
C1,SOR omega=1.6,0.0625,1.0,0.1875,6.80377307569005e-17,0.0,6.80377307569005e-17
C1,SOR omega=1.6,0.0625,0.0,0.25,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.0625,0.25,0.13794968964147147,0.13839374455432585,0.0004440549128543747
C1,SOR omega=1.6,0.0625,0.125,0.25,0.27059805007309845,0.27146909515874185,0.000871045085643396
C1,SOR omega=1.6,0.0625,0.1875,0.25,0.392847479193551,0.3941120407112439,0.001264561517692886
C1,SOR omega=1.6,0.0625,0.25,0.25,0.4999999999999999,0.5016094815853149,0.0016094815853150424
C1,SOR omega=1.6,0.0625,0.3125,0.25,0.5879378012096793,0.5898303514057951,0.0018925501961157831
C1,SOR omega=1.6,0.0625,0.375,0.25,0.6532814824381882,0.6553843716132312,0.002102889175042977
C1,SOR omega=1.6,0.0625,0.4375,0.25,0.6935199226610737,0.6957523379678401,0.002232415306766433
C1,SOR omega=1.6,0.0625,0.5,0.25,0.7071067811865475,0.7093829321557998,0.0022761509692523774
C1,SOR omega=1.6,0.0625,0.5625,0.25,0.6935199226610737,0.6957523380821387,0.002232415421065004
C1,SOR omega=1.6,0.0625,0.625,0.25,0.6532814824381882,0.65538437182953,0.0021028893913418445
C1,SOR omega=1.6,0.0625,0.6875,0.25,0.5879378012096794,0.5898303516999703,0.0018925504902909118
C1,SOR omega=1.6,0.0625,0.75,0.25,0.5,0.5016094819223609,0.001609481922360878
C1,SOR omega=1.6,0.0625,0.8125,0.25,0.392847479193551,0.3941120410466863,0.001264561853135282
C1,SOR omega=1.6,0.0625,0.875,0.25,0.27059805007309856,0.2714690954405192,0.0008710453674206642
C1,SOR omega=1.6,0.0625,0.9375,0.25,0.13794968964147172,0.1383937447251195,0.0004440550836477819
C1,SOR omega=1.6,0.0625,1.0,0.25,8.659560562354932e-17,0.0,8.659560562354932e-17
C1,SOR omega=1.6,0.0625,0.0,0.3125,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.0625,0.3125,0.16221167441072887,0.16273382777359038,0.000522153362861516
C1,SOR omega=1.6,0.0625,0.125,0.3125,0.31818964514320847,0.3192138858521023,0.0010242407088938421
C1,SOR omega=1.6,0.0625,0.1875,0.3125,0.4619397662556433,0.46342673335026985,0.0014869670946265345
C1,SOR omega=1.6,0.0625,0.25,0.3125,0.5879378012096793,0.5898303514057951,0.0018925501961157831
C1,SOR omega=1.6,0.0625,0.3125,0.3125,0.6913417161825449,0.693567119856609,0.002225403674064097
C1,SOR omega=1.6,0.0625,0.375,0.3125,0.7681777567114163,0.7706504928598171,0.0024727361484008226
C1,SOR omega=1.6,0.0625,0.4375,0.3125,0.8154931568489171,0.8181181996129894,0.0026250427640722718
C1,SOR omega=1.6,0.0625,0.5,0.3125,0.8314696123025452,0.8341460827599892,0.0026764704574440135
C1,SOR omega=1.6,0.0625,0.5625,0.3125,0.8154931568489171,0.8181181997352531,0.0026250428863360264
C1,SOR omega=1.6,0.0625,0.625,0.3125,0.7681777567114163,0.7706504930911893,0.0024727363797729662
C1,SOR omega=1.6,0.0625,0.6875,0.3125,0.691341716182545,0.6935671201712843,0.002225403988739272
C1,SOR omega=1.6,0.0625,0.75,0.3125,0.5879378012096794,0.5898303517663286,0.001892550556649164
C1,SOR omega=1.6,0.0625,0.8125,0.3125,0.4619397662556433,0.4634267337090885,0.001486967453445176
C1,SOR omega=1.6,0.0625,0.875,0.3125,0.3181896451432086,0.319213886153516,0.0010242410103074029
C1,SOR omega=1.6,0.0625,0.9375,0.3125,0.16221167441072917,0.16273382795628624,0.0005221535455570692
C1,SOR omega=1.6,0.0625,1.0,0.3125,1.0182565992946028e-16,0.0,1.0182565992946028e-16
C1,SOR omega=1.6,0.0625,0.0,0.375,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.0625,0.375,0.18023995550173696,0.18082014125765933,0.0005801857559223633
C1,SOR omega=1.6,0.0625,0.125,0.375,0.3535533905932738,0.35469146593644496,0.0011380753431711743
C1,SOR omega=1.6,0.0625,0.1875,0.375,0.5132799671593367,0.5149321965286868,0.0016522293693501666
C1,SOR omega=1.6,0.0625,0.25,0.375,0.6532814824381882,0.6553843716132312,0.002102889175042977
C1,SOR omega=1.6,0.0625,0.3125,0.375,0.7681777567114163,0.7706504928598171,0.0024727361484008226
C1,SOR omega=1.6,0.0625,0.375,0.375,0.8535533905932737,0.8563009478632625,0.002747557269988765
C1,SOR omega=1.6,0.0625,0.4375,0.375,0.9061274463528878,0.9090442376642702,0.0029167913113824495
C1,SOR omega=1.6,0.0625,0.5,0.375,0.9238795325112867,0.9268534672086927,0.002973934697405922
C1,SOR omega=1.6,0.0625,0.5625,0.375,0.9061274463528878,0.9090442377878539,0.0029167914349661483
C1,SOR omega=1.6,0.0625,0.625,0.375,0.8535533905932737,0.8563009480971332,0.0027475575038594657
C1,SOR omega=1.6,0.0625,0.6875,0.375,0.7681777567114164,0.7706504931778904,0.002472736466473946
C1,SOR omega=1.6,0.0625,0.75,0.375,0.6532814824381883,0.6553843719776578,0.0021028895394694658
C1,SOR omega=1.6,0.0625,0.8125,0.375,0.5132799671593367,0.5149321968913798,0.0016522297320431534
C1,SOR omega=1.6,0.0625,0.875,0.375,0.35355339059327384,0.35469146624111314,0.0011380756478392984
C1,SOR omega=1.6,0.0625,0.9375,0.375,0.1802399555017373,0.1808201414423279,0.0005801859405905885
C1,SOR omega=1.6,0.0625,1.0,0.375,1.1314261122877003e-16,0.0,1.1314261122877003e-16
C1,SOR omega=1.6,0.0625,0.0,0.4375,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.0625,0.4375,0.19134171618254486,0.19195763811994165,0.0006159219373967906
C1,SOR omega=1.6,0.0625,0.125,0.4375,0.37533027751786524,0.37653845190104507,0.0012081743831798275
C1,SOR omega=1.6,0.0625,0.1875,0.4375,0.5448951067758185,0.5466491041756778,0.001753997399859264
C1,SOR omega=1.6,0.0625,0.25,0.4375,0.6935199226610737,0.69575233796784,0.002232415306766322
C1,SOR omega=1.6,0.0625,0.3125,0.4375,0.8154931568489171,0.8181181996129894,0.0026250427640722718
C1,SOR omega=1.6,0.0625,0.375,0.4375,0.9061274463528878,0.90904423766427,0.0029167913113822275
C1,SOR omega=1.6,0.0625,0.4375,0.4375,0.9619397662556434,0.9650362154646719,0.003096449209028518
C1,SOR omega=1.6,0.0625,0.5,0.4375,0.9807852804032304,0.9839423927023173,0.003157112299086884
C1,SOR omega=1.6,0.0625,0.5625,0.4375,0.9619397662556434,0.9650362155840203,0.003096449328376938
C1,SOR omega=1.6,0.0625,0.625,0.4375,0.9061274463528878,0.9090442378901251,0.00291679153723734
C1,SOR omega=1.6,0.0625,0.6875,0.4375,0.8154931568489172,0.8181181999201614,0.0026250430712442263
C1,SOR omega=1.6,0.0625,0.75,0.4375,0.6935199226610738,0.6957523383197763,0.00223241565870258
C1,SOR omega=1.6,0.0625,0.8125,0.4375,0.5448951067758185,0.5466491045259401,0.0017539977501215276
C1,SOR omega=1.6,0.0625,0.875,0.4375,0.37533027751786535,0.37653845219527116,0.0012081746774058044
C1,SOR omega=1.6,0.0625,0.9375,0.4375,0.19134171618254522,0.19195763829828077,0.000615922115735551
C1,SOR omega=1.6,0.0625,1.0,0.4375,1.2011155542966555e-16,0.0,1.2011155542966555e-16
C1,SOR omega=1.6,0.0625,0.0,0.5,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.0625,0.5,0.19509032201612825,0.19571831060000963,0.0006279885838813837
C1,SOR omega=1.6,0.0625,0.125,0.5,0.3826834323650898,0.3839152763236623,0.0012318439585725094
C1,SOR omega=1.6,0.0625,0.1875,0.5,0.5555702330196022,0.557358593312725,0.0017883602931227927
C1,SOR omega=1.6,0.0625,0.25,0.5,0.7071067811865475,0.7093829321557997,0.0022761509692522663
C1,SOR omega=1.6,0.0625,0.3125,0.5,0.8314696123025452,0.8341460827599889,0.0026764704574436804
C1,SOR omega=1.6,0.0625,0.375,0.5,0.9238795325112867,0.9268534672086928,0.0029739346974060332
C1,SOR omega=1.6,0.0625,0.4375,0.5,0.9807852804032304,0.9839423927023175,0.003157112299087106
C1,SOR omega=1.6,0.0625,0.5,0.5,1.0,1.0032189638447218,0.003218963844721756
C1,SOR omega=1.6,0.0625,0.5625,0.5,0.9807852804032304,0.9839423928130149,0.003157112409784446
C1,SOR omega=1.6,0.0625,0.625,0.5,0.9238795325112867,0.9268534674181766,0.002973934906889908
C1,SOR omega=1.6,0.0625,0.6875,0.5,0.8314696123025453,0.8341460830448958,0.0026764707423504452
C1,SOR omega=1.6,0.0625,0.75,0.5,0.7071067811865476,0.7093829324822263,0.0022761512956787078
C1,SOR omega=1.6,0.0625,0.8125,0.5,0.5555702330196022,0.5573585936375991,0.0017883606179969203
C1,SOR omega=1.6,0.0625,0.875,0.5,0.3826834323650899,0.3839152765965618,0.0012318442314719347
C1,SOR omega=1.6,0.0625,0.9375,0.5,0.1950903220161286,0.19571831076542207,0.0006279887492934566
C1,SOR omega=1.6,0.0625,1.0,0.5,1.2246467991473532e-16,0.0,1.2246467991473532e-16
C1,SOR omega=1.6,0.0625,0.0,0.5625,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.0625,0.5625,0.19134171618254486,0.19195763816183126,0.0006159219792863935
C1,SOR omega=1.6,0.0625,0.125,0.5625,0.37533027751786524,0.37653845197579394,0.0012081744579287013
C1,SOR omega=1.6,0.0625,0.1875,0.5625,0.5448951067758185,0.5466491042743963,0.0017539974985777418
C1,SOR omega=1.6,0.0625,0.25,0.5625,0.6935199226610737,0.6957523380821385,0.0022324154210648928
C1,SOR omega=1.6,0.0625,0.3125,0.5625,0.8154931568489171,0.8181181997352531,0.0026250428863360264
C1,SOR omega=1.6,0.0625,0.375,0.5625,0.9061274463528878,0.909044237787854,0.0029167914349662594
C1,SOR omega=1.6,0.0625,0.4375,0.5625,0.9619397662556434,0.9650362155840203,0.003096449328376938
C1,SOR omega=1.6,0.0625,0.5,0.5625,0.9807852804032304,0.983942392813015,0.003157112409784557
C1,SOR omega=1.6,0.0625,0.5625,0.5625,0.9619397662556434,0.965036215682786,0.0030964494271426
C1,SOR omega=1.6,0.0625,0.625,0.5625,0.9061274463528878,0.9090442379747586,0.0029167916218708623
C1,SOR omega=1.6,0.0625,0.6875,0.5625,0.8154931568489172,0.8181181999894511,0.0026250431405339114
C1,SOR omega=1.6,0.0625,0.75,0.5625,0.6935199226610738,0.695752338373381,0.0022324157123072563
C1,SOR omega=1.6,0.0625,0.8125,0.5625,0.5448951067758185,0.5466491045642536,0.0017539977884351021
C1,SOR omega=1.6,0.0625,0.875,0.5625,0.37533027751786535,0.37653845221927884,0.0012081747014134891
C1,SOR omega=1.6,0.0625,0.9375,0.5625,0.19134171618254522,0.19195763830941467,0.0006159221268694504
C1,SOR omega=1.6,0.0625,1.0,0.5625,1.2011155542966555e-16,0.0,1.2011155542966555e-16
C1,SOR omega=1.6,0.0625,0.0,0.625,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.0625,0.625,0.18023995550173696,0.18082014133693114,0.0005801858351941747
C1,SOR omega=1.6,0.0625,0.125,0.625,0.3535533905932738,0.35469146607789986,0.0011380754846260777
C1,SOR omega=1.6,0.0625,0.1875,0.625,0.5132799671593367,0.5149321967155022,0.0016522295561655076
C1,SOR omega=1.6,0.0625,0.25,0.625,0.6532814824381882,0.65538437182953,0.0021028893913418445
C1,SOR omega=1.6,0.0625,0.3125,0.625,0.7681777567114163,0.7706504930911893,0.0024727363797729662
C1,SOR omega=1.6,0.0625,0.375,0.625,0.8535533905932737,0.8563009480971329,0.0027475575038591327
C1,SOR omega=1.6,0.0625,0.4375,0.625,0.9061274463528878,0.909044237890125,0.002916791537237229
C1,SOR omega=1.6,0.0625,0.5,0.625,0.9238795325112867,0.9268534674181766,0.002973934906889908
C1,SOR omega=1.6,0.0625,0.5625,0.625,0.9061274463528878,0.9090442379747586,0.0029167916218708623
C1,SOR omega=1.6,0.0625,0.625,0.625,0.8535533905932737,0.856300948257294,0.0027475576640202393
C1,SOR omega=1.6,0.0625,0.6875,0.625,0.7681777567114164,0.7706504933090148,0.0024727365975983906
C1,SOR omega=1.6,0.0625,0.75,0.625,0.6532814824381883,0.6553843720790996,0.0021028896409113207
C1,SOR omega=1.6,0.0625,0.8125,0.625,0.5132799671593367,0.5149321969638848,0.0016522298045481554
C1,SOR omega=1.6,0.0625,0.875,0.625,0.35355339059327384,0.35469146628654535,0.001138075693271512
C1,SOR omega=1.6,0.0625,0.9375,0.625,0.1802399555017373,0.1808201414633975,0.0005801859616602068
C1,SOR omega=1.6,0.0625,1.0,0.625,1.1314261122877003e-16,0.0,1.1314261122877003e-16
C1,SOR omega=1.6,0.0625,0.0,0.6875,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.0625,0.6875,0.16221167441072887,0.16273382788140334,0.000522153470674469
C1,SOR omega=1.6,0.0625,0.125,0.6875,0.3181896451432085,0.31921388604448686,0.0010242409012783393
C1,SOR omega=1.6,0.0625,0.1875,0.6875,0.4619397662556434,0.4634267336043464,0.001486967348702961
C1,SOR omega=1.6,0.0625,0.25,0.6875,0.5879378012096794,0.5898303516999703,0.0018925504902909118
C1,SOR omega=1.6,0.0625,0.3125,0.6875,0.691341716182545,0.6935671201712842,0.002225403988739161
C1,SOR omega=1.6,0.0625,0.375,0.6875,0.7681777567114164,0.7706504931778901,0.002472736466473724
C1,SOR omega=1.6,0.0625,0.4375,0.6875,0.8154931568489172,0.8181181999201612,0.0026250430712440043
C1,SOR omega=1.6,0.0625,0.5,0.6875,0.8314696123025453,0.8341460830448958,0.0026764707423504452
C1,SOR omega=1.6,0.0625,0.5625,0.6875,0.8154931568489172,0.8181181999894511,0.0026250431405339114
C1,SOR omega=1.6,0.0625,0.625,0.6875,0.7681777567114164,0.7706504933090148,0.0024727365975983906
C1,SOR omega=1.6,0.0625,0.6875,0.6875,0.691341716182545,0.6935671203496188,0.00222540416707373
C1,SOR omega=1.6,0.0625,0.75,0.6875,0.5879378012096794,0.5898303519042936,0.0018925506946141368
C1,SOR omega=1.6,0.0625,0.8125,0.6875,0.4619397662556434,0.46342673380769783,0.001486967552054408
C1,SOR omega=1.6,0.0625,0.875,0.6875,0.31818964514320863,0.31921388621530533,0.0010242410720966988
C1,SOR omega=1.6,0.0625,0.9375,0.6875,0.16221167441072917,0.1627338279849416,0.000522153574212425
C1,SOR omega=1.6,0.0625,1.0,0.6875,1.0182565992946029e-16,0.0,1.0182565992946029e-16
C1,SOR omega=1.6,0.0625,0.0,0.75,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.0625,0.75,0.1379496896414715,0.13839374467785034,0.00044405503637884314
C1,SOR omega=1.6,0.0625,0.125,0.75,0.2705980500730985,0.27146909537916275,0.0008710453060642442
C1,SOR omega=1.6,0.0625,0.1875,0.75,0.39284747919355106,0.3941120410023472,0.0012645618087961386
C1,SOR omega=1.6,0.0625,0.25,0.75,0.5,0.5016094819223608,0.001609481922360767
C1,SOR omega=1.6,0.0625,0.3125,0.75,0.5879378012096794,0.5898303517663286,0.001892550556649164
C1,SOR omega=1.6,0.0625,0.375,0.75,0.6532814824381883,0.6553843719776578,0.0021028895394694658
C1,SOR omega=1.6,0.0625,0.4375,0.75,0.6935199226610738,0.6957523383197763,0.00223241565870258
C1,SOR omega=1.6,0.0625,0.5,0.75,0.7071067811865476,0.7093829324822265,0.00227615129567893
C1,SOR omega=1.6,0.0625,0.5625,0.75,0.6935199226610738,0.695752338373381,0.0022324157123072563
C1,SOR omega=1.6,0.0625,0.625,0.75,0.6532814824381883,0.6553843720790995,0.0021028896409112097
C1,SOR omega=1.6,0.0625,0.6875,0.75,0.5879378012096794,0.5898303519042933,0.0018925506946139148
C1,SOR omega=1.6,0.0625,0.75,0.75,0.5000000000000001,0.5016094820804314,0.0016094820804313237
C1,SOR omega=1.6,0.0625,0.8125,0.75,0.39284747919355106,0.3941120411596662,0.0012645619661151297
C1,SOR omega=1.6,0.0625,0.875,0.75,0.2705980500730986,0.27146909551131326,0.000871045438214646
C1,SOR omega=1.6,0.0625,0.9375,0.75,0.13794968964147175,0.13839374475795077,0.00044405511647901963
C1,SOR omega=1.6,0.0625,1.0,0.75,8.659560562354934e-17,0.0,8.659560562354934e-17
C1,SOR omega=1.6,0.0625,0.0,0.8125,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.0625,0.8125,0.1083863756623696,0.10873526747343963,0.00034889181107003453
C1,SOR omega=1.6,0.0625,0.125,0.8125,0.2126075236918141,0.21329189961112838,0.0006843759193142784
C1,SOR omega=1.6,0.0625,0.1875,0.8125,0.3086582838174551,0.30965184367343734,0.0009935598559822623
C1,SOR omega=1.6,0.0625,0.25,0.8125,0.392847479193551,0.3941120410466864,0.001264561853135393
C1,SOR omega=1.6,0.0625,0.3125,0.8125,0.4619397662556433,0.46342673370908855,0.0014869674534452315
C1,SOR omega=1.6,0.0625,0.375,0.8125,0.5132799671593367,0.5149321968913799,0.0016522297320432644
C1,SOR omega=1.6,0.0625,0.4375,0.8125,0.5448951067758185,0.5466491045259401,0.0017539977501215276
C1,SOR omega=1.6,0.0625,0.5,0.8125,0.5555702330196022,0.5573585936375991,0.0017883606179969203
C1,SOR omega=1.6,0.0625,0.5625,0.8125,0.5448951067758185,0.5466491045642534,0.00175399778843488
C1,SOR omega=1.6,0.0625,0.625,0.8125,0.5132799671593367,0.5149321969638845,0.0016522298045478223
C1,SOR omega=1.6,0.0625,0.6875,0.8125,0.4619397662556434,0.46342673380769767,0.0014869675520542414
C1,SOR omega=1.6,0.0625,0.75,0.8125,0.39284747919355106,0.394112041159666,0.0012645619661149632
C1,SOR omega=1.6,0.0625,0.8125,0.8125,0.3086582838174551,0.30965184378587973,0.000993559968424651
C1,SOR omega=1.6,0.0625,0.875,0.8125,0.21260752369181415,0.2132918997055819,0.0006843760137677513
C1,SOR omega=1.6,0.0625,0.9375,0.8125,0.10838637566236979,0.10873526753069077,0.00034889186832097463
C1,SOR omega=1.6,0.0625,1.0,0.8125,6.80377307569005e-17,0.0,6.80377307569005e-17
C1,SOR omega=1.6,0.0625,0.0,0.875,0.0,0.0,0.0
C1,SOR omega=1.6,0.0625,0.0625,0.875,0.07465783405034263,0.0748981549144635,0.00024032086412087428
C1,SOR omega=1.6,0.0625,0.125,0.875,0.1464466094067263,0.1469180157475885,0.0004714063408622071
C1,SOR omega=1.6,0.0625,0.1875,0.875,0.21260752369181415,0.21329189963512457,0.0006843759433104168
C1,SOR omega=1.6,0.0625,0.25,0.875,0.27059805007309856,0.2714690954405192,0.0008710453674206642
C1,SOR omega=1.6,0.0625,0.3125,0.875,0.3181896451432086,0.319213886153516,0.0010242410103074029
C1,SOR omega=1.6,0.0625,0.375,0.875,0.35355339059327384,0.35469146624111303,0.0011380756478391874
C1,SOR omega=1.6,0.0625,0.4375,0.875,0.37533027751786535,0.37653845219527105,0.0012081746774056934
C1,SOR omega=1.6,0.0625,0.5,0.875,0.3826834323650899,0.3839152765965617,0.0012318442314718236
C1,SOR omega=1.6,0.0625,0.5625,0.875,0.37533027751786535,0.3765384522192786,0.001208174701413267
C1,SOR omega=1.6,0.0625,0.625,0.875,0.35355339059327384,0.35469146628654513,0.0011380756932712899
C1,SOR omega=1.6,0.0625,0.6875,0.875,0.31818964514320863,0.31921388621530533,0.0010242410720966988
C1,SOR omega=1.6,0.0625,0.75,0.875,0.2705980500730986,0.27146909551131315,0.000871045438214535
